refSeqname	GeneName	pos	.Lgr5+_FPKM	Lgr5-_FPKM
NM_145073	Hist1h3g	chr13:23627286-23627778	34.4885	5.20629
NM_178197	Hist1h2bh	chr13:23634840-23635221	12.1665	5.81502
NM_013548	Hist1h3f	chr13:23635920-23636923	4.18204	2.06138
NM_175655	Hist1h4f	chr13:23643200-23643512	2.90745	0.215216
NM_145713	Hist1h1d	chr13:23646900-23649877	3.3097	0.609104
NM_178205	Hist1h3e	chr13:23653823-23654234	20.0971	5.72376
NM_178187	Hist1h2ae	chr13:23662385-23663089	5.36221	1.99407
NM_178196	Hist1h2bg	chr13:23663268-23663883	16.9314	6.55303
NM_178195	Hist1h2bf	chr13:23665678-23666059	65.9443	20.2686
NM_178188	Hist1h2ad	chr13:23666339-23666732	0.449431	0
NM_178204	Hist1h3d	chr13:23667670-23668081	6.75403	1.96684
NM_175654	Hist1h4d	chr13:23673470-23673782	103.534	26.5898
NM_001177653	Hist1h2be	chr13:23675538-23714427	3.58029	1.91619
NM_178194	Hist1h2be	chr13:23675538-23714427	0.000396331	0.000295651
NM_015787	Hist1h1e	chr13:23675538-23714427	49.9847	21.0646
NM_178189	Hist1h2ac	chr13:23773335-23775828	0.792119	1.24753
NM_023422	Hist1h2bc	chr13:23776067-23784349	27.8202	83.0059
NM_010377	Hist1h1t	chr13:23787679-23788591	0	0
NM_178208	Hist1h4c	chr13:23790006-23790318	2.06978	0
NM_010424	Hfe	chr13:23795709-23802680	2.26119	7.48233
NM_015786	Hist1h1c	chr13:23830675-23832236	9.84882	22.2103
NM_175653	Hist1h3c	chr13:23836910-23837390	9.62559	1.80289
NM_175664	Hist1h2bb	chr13:23838602-23839070	14.3511	1.18989
NM_175660	Hist1h2ab	chr13:23842956-23843462	0.838503	0.184933
NM_178203	Hist1h3b	chr13:23844248-23844659	7.63065	1.27542
NM_178193	Hist1h4b	chr13:23848889-23849201	1.98018	0.230727
NM_178192	Hist1h4a	chr13:23852714-23853026	2.72015	0.234498
NM_013550	Hist1h3a	chr13:23853721-23854255	9.68533	1.32486
NM_030609	Hist1h1a	chr13:23855536-23856283	2.18254	0
NM_001029935	Trim38	chr13:23874440-23883364	0	0
NM_144836	Slc17a2	chr13:23898895-23915394	0	0
NM_001164743	Slc17a3	chr13:23931302-23952583	0.191957	0
NM_134069	Slc17a3	chr13:23931302-23952583	0.140884	0
NM_177016	Slc17a4	chr13:23989757-24006876	16.0362	29.4964
NM_175663	Hist1h2ba	chr13:24025641-24026025	0	0
NM_175658	Hist1h2aa	chr13:24026330-24026720	0	0
NM_145399	Scgn	chr13:24045325-24083083	1.20491	0
NR_024599	Gm11346	chr13:24689993-24696636	0	0
NM_020567	Gmnn	chr13:24843713-24853806	2.65981	1.74036
NM_025790	Acot13	chr13:24909823-24923358	10.3749	26.5473
NM_019551	Tdp2	chr13:24923527-24934022	5.81726	11.6188
NM_001081051	D130043K22Rik	chr13:24936999-24993139	0.306088	0.365113
NM_172532	Aldh5a1	chr13:24999447-25029530	13.9864	3.30424
NM_008156	Gpld1	chr13:25035020-25083805	16.5528	7.86811
NM_001013389	Mrs2	chr13:25084351-25112248	4.31432	4.85364
NM_009513	Nrsn1	chr13:25343907-25361865	0	0
NM_008232	Hdgfl1	chr13:26860040-26862034	0	0
NM_001163530	Prl	chr13:27149438-27157072	0	0
NM_011164	Prl	chr13:27149438-27157072	0	0
NM_008864	Prl3d1	chr13:27186058-27192126	0	0
NM_172155	Prl3d2	chr13:27213572-27219351	0	0
NM_172156	Prl3d3	chr13:27248667-27254389	0	0
NM_013766	Prl3c1	chr13:27288528-27295618	0	0
NM_001163218	Prl3c1	chr13:27288528-27295618	0	0
NM_008865	Prl3b1	chr13:27334298-27341609	0	0
NM_025896	Prl3a1	chr13:27351357-27368529	0	0
NM_011166	Prl6a1	chr13:27404495-27411121	0	0
NM_010088	Prl8a2	chr13:27437557-27446073	0	0
NM_025532	Prl2b1	chr13:27475213-27482715	0	0
NM_023741	Prl8a8	chr13:27598940-27605082	0	0
NM_028477	Prl8a1	chr13:27665790-27674040	0	0
NM_029355	Prl7b1	chr13:27693687-27702451	0	0
NM_001164058	Prl7a1	chr13:27725232-27734362	0	0
NM_008930	Prl7a1	chr13:27725232-27734362	0	0
NM_011168	Prl7a2	chr13:27750452-27759905	0	0
NM_011120	Prl7d1	chr13:27800866-27808606	0	0
NM_026206	Prl7c1	chr13:27865363-27872673	0	0
NM_019991	Prl2a1	chr13:27893523-27900585	0	0
NM_001045532	Prl2c1	chr13:27941270-27949577	0	0
NM_011165	Prl4a1	chr13:28108091-28115415	0	0
NM_023746	Prl5a1	chr13:28234352-28243464	0	0
NM_009238	Sox4	chr13:29042598-29045551	14.127	0.852714
NM_177322	Agtr1a	chr13:30428224-30474736	0	0
NM_025710	Uqcrfs1	chr13:30632180-30637185	8.29312	12.1761
NM_013674	Irf4	chr13:30841126-30858796	0	3.71908
NM_153072	Hus1b	chr13:30905786-31065916	0	0
NM_008239	Foxq1	chr13:31650038-31652843	1.78106	7.23062
NR_029439	1700018A04Rik	chr13:31657360-31674382	0	0
NM_008592	Foxc1	chr13:31898514-31902504	0	0
NM_001166030	Mylk4	chr13:32792695-32873648	0	0
NM_025429	Serpinb1a	chr13:32933960-32943054	7.42466	45.7503
NM_173051	Serpinb1c	chr13:32973265-32990009	0	0.51879
NM_011454	Serpinb6b	chr13:33057381-33070906	0	8.04033
NM_009256	Serpinb9	chr13:33096409-33109824	1.76596	4.95561
NM_011452	Serpinb9b	chr13:33119282-33132427	0	0
NM_173052	Serpinb1b	chr13:33175971-33186249	0	0.481738
NM_011453	Serpinb9c	chr13:33241143-33251623	0	0
NM_001164524	Serpinb9c	chr13:33241143-33251623	0	0
NM_011456	Serpinb9e	chr13:33341478-33352715	0	0
NM_011455	Serpinb9g	chr13:33576658-33587869	0	0
NM_001076790	Serpinb6d	chr13:33753273-33763454	0	0
NM_001045535	Serpinb6e	chr13:33924213-33935277	0	0
NM_148942	Serpinb6c	chr13:33971684-33997577	0	0
NM_001164117	Serpinb6a	chr13:34009786-34094618	1.11303	3.82869
NM_001164118	Serpinb6a	chr13:34009786-34094618	7.25E-10	1.27363
NM_009254	Serpinb6a	chr13:34009786-34094618	6.14383	32.2214
NM_009068	Ripk1	chr13:34094742-34127039	9.81232	13.7169
NM_026512	Bphl	chr13:34129509-34165943	2.72344	0.897298
NM_009450	Tubb2a	chr13:34166146-34169877	5.71557	13.0473
NM_023716	Tubb2b	chr13:34218876-34222223	8.47771	2.59275
NM_001101430	Psmg4	chr13:34254845-34270041	5.62884	9.1892
NM_001110515	Psmg4	chr13:34254845-34270041	8.70205	0.931664
NM_138746	Fam50b	chr13:34831510-34839491	0	0
NM_013830	Prpf4b	chr13:34967362-34994747	9.76301	9.57675
NM_027967	1700026J04Rik	chr13:35001832-35011861	0	0
NM_025750	4933417A18Rik	chr13:35016277-35055678	0	0
NM_011868	Eci2	chr13:35069616-35086013	12.9558	14.341
NM_001110331	Eci2	chr13:35069616-35086013	5.63207	2.37292
NM_001110332	Eci2	chr13:35069616-35086013	0.223634	6.07169
NM_026947	Eci3	chr13:35016277-35055678	2.28251	8.21728
NM_145938	Rpp40	chr13:35986972-35998216	1.2648	0
NM_029628	Ppp1r3g	chr13:36059774-36062257	0	0
NM_153529	Nrn1	chr13:36817494-36826323	4.73262	7.96261
NM_025965	Ssr1	chr13:38063269-38086059	17.4899	11.1574
NM_027724	Cage1	chr13:38097920-38128806	0	0
NM_026382	Snrnp48	chr13:38296807-38319532	2.17372	3.32407
NM_145367	Txndc5	chr13:38592143-38620329	50.6886	26.0029
NM_139063	Muted	chr13:38694574-38726978	0	1.54887
NM_025380	Eef1e1	chr13:38737559-38750897	24.0257	26.3633
NM_001170430	Slc35b3	chr13:39024008-39052744	2.21722	1.08123
NM_134060	Slc35b3	chr13:39024008-39052744	0.123137	1.37715
NM_001170431	Slc35b3	chr13:39024008-39052744	1.21851	0.147496
NM_001122948	Tcfap2a	chr13:40811043-40829192	0	0
NM_011547	Tcfap2a	chr13:40811043-40829192	0	0
NM_026550	Pak1ip1	chr13:41096378-41108402	8.58345	5.59419
NM_025387	Tmem14c	chr13:41111618-41117951	7.36033	1.90393
NM_008104	Gcm2	chr13:41196795-41205357	0	0
NM_001135577	BC024659	chr13:41345212-41371946	0.657979	0.618856
NM_001163572	Tmem170b	chr13:41701584-41736726	2.9993	3.01039
NM_177808	Gm5082	chr13:41744811-41752146	0	0
NM_001145878	Gm5082	chr13:41744811-41752146	0	0
NM_175417	9530008L14Rik	chr13:41858516-41942985	4.8341	13.4411
NM_001145875	9530008L14Rik	chr13:41858516-41942985	2.66115	5.12138
NR_033545	Gm10790	chr13:41961283-42008461	0	0
NM_010104	Edn1	chr13:42396638-42403358	2.9083	0
NM_001005748	Phactr1	chr13:42775991-43233881	0	0.310823
NM_178848	Sirt5	chr13:43466084-43490572	0	0
NM_023554	Nol7	chr13:43493744-43576342	6.07316	8.95824
NM_183204	Rnf182	chr13:43711165-43766313	0	0
NM_009856	Cd83	chr13:43880475-43898501	0	4.71899
NM_153789	Mylip	chr13:45485110-45507309	1.50115	6.34446
NM_181043	Mylip	.	.	.
NM_001005422	Gm1574	chr13:46369089-46395484	0	0
NM_001081425	Rbm24	chr13:46513668-46526468	0	0
NM_001033192	C78339	chr13:46764890-46771142	2.65399	1.14234
NM_175340	Nhlrc1	chr13:47107925-47110219	0.673201	2.54011
NM_016785	Tpmt	chr13:47118911-47138586	5.80737	6.87407
NM_172262	Kdm1b	chr13:47138907-47179982	4.51595	2.47998
NM_031166	Id4	chr13:48356795-48359405	0	2.63525
NM_001164575	Zfp169	chr13:48583028-48608805	0.956487	4.9229
NM_001164576	Zfp169	chr13:48583028-48608805	0.00902226	0.0544314
NM_026450	Zfp169	chr13:48583028-48608805	0.626831	0.501997
NR_029656	Mirlet7d	chr13:48631380-48631483	0	0
NR_029731	Mirlet7f-1	chr13:48633197-48633286	0	0
NR_029725	Mirlet7a-1	chr13:48633547-48633641	0	0
NM_207232	Ptpdc1	chr13:48673240-48720942	0.457155	0.393395
NM_011078	Phf2	chr13:48897118-48966254	30.777	11.7354
NR_015601	C030044B11Rik	chr13:49063480-49065274	7.5083	8.42588
NM_026738	1110007C09Rik	chr13:49298319-49311395	8.23199	10.7288
NM_025491	Susd3	chr13:49326201-49343532	0	3.04632
NM_015759	Fgd3	chr13:49358478-49404577	0	2.68837
NM_001039179	Bicd2	chr13:49436917-49482394	4.92356	1.53923
NM_001039180	Bicd2	chr13:49436917-49482394	7.70E-10	0.148869
NM_029791	Bicd2	chr13:49436917-49482394	1.23572	2.02524
NM_001012324	Ecm2	chr13:49559427-49748100	1.5736	0.859132
NM_001172481	Aspn	chr13:49559427-49748100	0	0.147864
NM_025711	Aspn	chr13:49559427-49748100	0	7.54892
NM_012050	Omd	chr13:49559427-49748100	0	0
NM_008760	Ogn	chr13:49559427-49748100	0	0
NM_001081350	Nol8	chr13:49748718-49774384	5.24774	3.25132
NM_001033438	Gm906	chr13:50340549-50345677	0	0
NM_175401	Fbxw17	chr13:50513245-50529138	2.905	3.12461
NM_001033400	Gm806	chr13:50562675-50570724	0	0
NR_030453	Mir683-1	chr13:50639994-50640103	0	0
NR_030647	Mir683-2	.	.	.
NR_030453	Mir683-1	chr13:50639994-50640103	0	0
NR_030647	Mir683-2	.	.	.
NM_001033770	Gm904	chr13:50738596-50741207	0	0
NR_029463	9430083A17Rik	chr13:51193106-51196096	0	0
NM_146043	Spin1	chr13:51196266-51247915	5.37295	3.56781
NM_011462	Spin1	chr13:51196266-51247915	14.0118	15.2627
NM_029173	Nxnl2	chr13:51266393-51270556	0	0
NM_025415	Cks2	chr13:51740600-51746031	3.52103	1.3949
NM_013660	Sema4d	chr13:51796616-51889013	10.3127	7.81958
NM_011817	Gadd45g	chr13:51942043-51943843	0	0
NM_001024474	Diras2	chr13:52599743-52626205	0	1.09286
NM_011518	Sykb	chr13:52678805-52744161	0.7108	2.27325
NR_027893	BB123696	chr13:52824738-52852574	0	0
NM_017373	Nfil3	chr13:53062577-53076408	3.76163	1.78372
NM_009269	Sptlc1	chr13:53428118-53472730	7.79664	10.4558
NM_013601	Msx2	chr13:53562249-53568149	0	0
NR_037991	Gm2762	chr13:53489057-53550999	0	0
NM_010076	Drd1a	chr13:54146552-54151027	0	0
NM_027324	Sfxn1	chr13:54167213-54203714	47.5453	55.0002
NM_008286	Hrh2	chr13:54287497-54317801	0	1.3158
NM_001010973	Hrh2	chr13:54287497-54317801	0	0.000307879
NM_009946	Cplx2	chr13:54472712-54485278	16.5248	3.53365
NM_028597	Thoc3	chr13:54560197-54570201	18.971	3.09262
NM_176987	4732471D19Rik	chr13:54605165-54666743	8.34168	2.41606
NM_019968	Arl10	chr13:54676373-54682489	6.58505	1.84472
NM_178605	Nop16	chr13:54685551-54691435	16.4634	9.68953
NM_025933	Higd2a	chr13:54691591-54692508	69.0679	92.0555
NM_028870	Cltb	chr13:54694299-54712633	46.7615	64.989
NM_178397	Faf2	chr13:54723144-54765424	17.3311	8.91297
NM_001033364	Cdhr2	chr13:54802823-54838023	70.0865	232.31
NM_012014	Gprin1	chr13:54838033-54851030	0	1.03121
NM_033610	Sncb	chr13:54860220-54867801	0	0
NM_001033269	Eif4e1b	chr13:54885363-54889819	0	0
NM_001039683	Eif4e1b	chr13:54885363-54889819	0	0
NM_028841	Tspan17	chr13:54890765-54898136	1.75811	0
NM_153131	Unc5a	chr13:55050792-55122695	3.36407	0.766356
NM_001033245	Hk3	chr13:55050792-55122695	0	1.09552
NM_012017	Zfp346	chr13:55206669-55236432	5.21127	4.23034
NM_008011	Fgfr4	chr13:55254178-55270120	16.3726	2.27452
NM_009000	Rab24	chr13:55420583-55423341	3.26234	7.45942
NM_025596	Prelid1	chr13:55423415-55431091	83.0892	99.7674
NM_016662	Mxd3	chr13:55423415-55431091	2.39386	2.31292
NM_025828	Lman2	chr13:55445193-55464144	67.2868	49.9725
NM_016758	Rgs14	chr13:55471092-55486048	0	1.54465
NM_011392	Slc34a1	chr13:55501008-55516593	0	0
NM_029303	Pfn3	chr13:55501008-55516593	0	0
NM_021489	F12	chr13:55519326-55528163	0	0
NM_011938	Grk6	chr13:55546694-55562288	4.99606	3.42058
NM_001038018	Grk6	chr13:55546694-55562288	0.00247086	3.34425
NM_001112711	Grk6	chr13:55546694-55562288	12.8257	6.77
NM_001030296	Prr7	chr13:55565627-55574516	0	0.810707
NM_001177371	Dbn1	chr13:55574788-55589437	0.151282	0.023509
NM_001177372	Dbn1	chr13:55574788-55589437	0.288648	0.93711
NM_019813	Dbn1	chr13:55574788-55589437	0.301274	1.14419
NM_001114088	Pdlim7	chr13:55598847-55614800	1.05763	3.23858
NM_001114087	Pdlim7	chr13:55598847-55614800	0.714461	2.75799
NM_026131	Pdlim7	chr13:55598847-55614800	0	0.165691
NM_013739	Dok3	chr13:55624595-55629899	0	10.9442
NM_134059	Ddx41	chr13:55631770-55638019	17.3812	12.0847
NM_001162881	Fam193b	chr13:55640676-55672481	14.2369	3.27302
NM_145382	Fam193b	.	.	.
NM_026211	Tmed9	chr13:55694495-55699055	6.12175	0
NM_007596	Caml	chr13:55724365-55733777	3.11381	1.81764
NM_145975	Ddx46	chr13:55736387-55782617	13.2066	14.2445
NM_181278	B230219D22Rik	chr13:55794484-55804861	5.38596	5.64541
NM_175150	Txndc15	chr13:55816010-55827588	1.28057	5.6145
NM_029772	Catsper3	chr13:55885939-55910359	0	0
NM_011097	Pitx1	chr13:55926414-55932786	41.3071	7.90429
NM_001168615	Tifab	chr13:56275063-56280246	0	0.360016
NM_145976	Tifab	chr13:56275063-56280246	0	2.4748
NM_010896	Neurog1	chr13:56351859-56353524	0	0
NM_019568	Cxcl14	chr13:56390005-56397912	0	1.02491
NM_177809	Slc25a48	chr13:56539715-56573724	0	0
NM_008373	Il9	chr13:56580637-56583607	0	0
NM_178674	Fbxl21	chr13:56623868-56639147	1.97321	1.36728
NM_010702	Lect2	chr13:56643820-56649899	33.9757	132.058
NM_009369	Tgfbi	chr13:56710963-56740700	11.6351	57.1676
NM_008541	Smad5	chr13:56804370-56843739	13.234	7.16763
NM_001164041	Smad5	chr13:56804370-56843739	0.272199	0.00897159
NM_001164042	Smad5	chr13:56804370-56843739	0.0682538	4.6763
NR_030544	Mir874	chr13:58106317-58203789	0	0
NM_029872	Hnrnpa0	chr13:58227239-58229917	9.00161	3.65514
NM_001048060	5133401N09Rik	chr13:58259009-58266054	5.07394	12.451
NM_198004	5133401N09Rik	chr13:58259009-58266054	0.171943	0.216021
NM_026842	Ubqln1	chr13:58277516-58317014	79.9572	51.8423
NM_152234	Ubqln1	chr13:58277516-58317014	14.6154	16.9335
NM_019832	Gkap1	chr13:58334711-58375549	4.42238	0
NM_175214	Kif27	chr13:58388876-58456223	0.455831	0.42745
NM_027335	2210016F16Rik	chr13:58481406-58486586	9.14141	15.91
NM_025279	Hnrnpk	chr13:58493311-58512510	42.74	9.12897
NR_029825	Mir7-1	chr13:58493311-58512510	0	0
NR_031761	Rmi1	chr13:58493311-58512510	0.00561125	0.0514502
NM_001168248	Rmi1	chr13:58493311-58512510	1.66697	6.59E-10
NM_028904	Rmi1	chr13:58493311-58512510	2.35045	19.9933
NM_022317	Slc28a3	chr13:58654668-58712238	0.640427	0.382451
NM_030153	Naa35	chr13:59686693-59736142	8.07349	8.07238
NM_183290	4921517D22Rik	chr13:59788762-59795462	0	0
NM_028157	Fam75d3	chr13:59801443-59807558	0	0
NM_001167593	Gm4934	chr13:59813644-59820650	0	0
NM_177711	4932411G14Rik	chr13:59827285-59833113	0	0
NM_026921	Isca1	chr13:59856775-59871150	9.24576	28.168
NR_015349	Etohd2	chr13:59871326-59924508	0.33796	4.25102
NM_008086	Gas1	chr13:60275765-60278896	0	0
NR_036449	Gm5084	chr13:60306831-60317379	0	0
NM_199148	BC051665	chr13:60883247-60887725	0	0
NM_027344	Ctsll3	chr13:60899610-60904205	0	0
NM_001145801	Ctla2b	chr13:60996711-60998808	0	0
NM_007797	Ctla2b	chr13:60996711-60998808	0	0
NM_026429	Tpbpb	chr13:61002655-61006208	0	0
NM_001145799	Ctla2a	chr13:61035515-61037986	0	0
NM_007796	Ctla2a	chr13:61035515-61037986	0	0
NM_009411	Tpbpa	chr13:61040052-61043296	0	0
NM_012007	Ctsj	chr13:61101638-61107272	0	0
NM_029636	Ctsq	chr13:61136402-61141958	0	0
NM_020284	Ctsr	chr13:61260575-61265549	0	0
NM_021445	Cts6	chr13:61296507-61304753	0	0
NM_019541	Cts8	chr13:61348107-61356709	0	0
NR_027871	Cts8-ps	chr13:61382740-61390211	0	0
NM_019539	Cts7	chr13:61453821-61459531	0	0
NM_022326	Ctsm	chr13:61637803-61643199	0	0
NM_026906	Cts3	chr13:61665989-61671487	0	0
NM_054092	Cts3	chr13:61665989-61671487	0	0
NR_028430	BC052688	chr13:61872939-61888642	0	0
NM_001162910	Gm3604	chr13:62469075-62484534	0	0
NM_001136496	Zfp935	chr13:62554375-62568172	0.663019	0.666873
NM_178875	Zfp935	chr13:62554375-62568172	0.377552	0.445966
NM_173381	6720489N17Rik	chr13:62704374-62725542	0.593361	0
NR_030493	Mir713	chr13:62862098-62862206	0	0
NM_007994	Fbp2	chr13:62938244-62959730	27.2905	37.8966
NM_019395	Fbp1	chr13:62966112-62989596	11.9476	71.7292
NR_029530	Mir23b	chr13:63401791-63401865	0	0
NR_029531	Mir27b	chr13:63402019-63402092	0	0
NR_037235	Mir3074-1	chr13:63402506-63402591	0	0
NR_029575	Mir24-1	chr13:63402506-63402591	0	0
NM_008957	Ptch1	chr13:63612840-63666828	13.7076	8.16821
NM_008291	Hsd17b3	chr13:64159581-64190509	0	0
NM_175494	Zfp367	chr13:64234364-64254507	4.02113	0
NM_019986	Habp4	chr13:64263173-64287845	5.54982	4.91479
NM_001122989	Cdc14b	chr13:64293852-64376296	2.47458	9.05185
NM_025370	1110018J18Rik	chr13:64393143-64414018	9.73793	10.0278
NM_009984	Ctsl	chr13:64464521-64471614	4.26188	69.3053
NM_053180	Cdk20	chr13:64533860-64541029	2.83607	0
NM_001195435	1190003K10Rik	chr13:64582553-64599100	0	0
NM_030047	4930458L03Rik	chr13:65018713-65024503	0	0
NM_001083890	4932441B19Rik	chr13:65134365-65139312	0	0
NM_001083901	Hiatl1	chr13:65166337-65214290	0.263335	0.246991
NM_133680	Hiatl1	chr13:65166337-65214290	4.15396	6.77682
NM_146819	Olfr466	chr13:65253533-65254460	0	0
NM_175290	Nlrp4f	chr13:65278418-65307024	0	0
NM_178364	Zfp369	chr13:65380161-65399103	5.04304	5.63217
NM_001177832	Gm10324	chr13:66214388-66223772	0	0
NM_026219	Uqcrb	chr13:67001556-67006286	17.9997	28.1538
NM_001177750	Gm10767	chr13:67006350-67010102	0.559691	1.76534
NM_025547	Mterfd1	chr13:67013033-67099337	2.8242	6.82933
NM_008959	Ptdss1	chr13:67013033-67099337	10.9547	10.9493
NM_001166218	Zfp712	chr13:67139529-67162106	0	0
NM_001012448	Zfp708	chr13:67170333-67198912	0	0.412498
NM_001012325	Zfp708	chr13:67170333-67198912	0.427699	0.306813
NM_001012449	Zfp708	chr13:67170333-67198912	0.0657243	0
NM_001013769	Rsl1	chr13:67274117-67284434	3.26064	4.94265
NM_001048204	Zfp455	chr13:67295441-67310234	0.241701	1.70945
NM_001001152	Zfp458	chr13:67355853-67370004	0	0
NR_033540	F630042J09Rik	chr13:67379529-67384297	0	0
NM_001003666	Zfp457	chr13:67393386-67407348	0	0.803367
NM_177622	Zfp595	chr13:67413933-67433496	0.619009	1.03628
NM_001038651	Zfp953	chr13:67440244-67461508	0.670703	1.73312
NM_001001186	Zfp456	chr13:67464519-67476699	1.02186	4.25409
NM_001080941	Zfp429	chr13:67490264-67500703	2.93418	7.69068
NM_177712	Zfp874a	chr13:67541366-67552560	1.08419	4.1558
NM_001076791	Zfp874b	chr13:67572448-67585189	0.523563	2.0568
NM_001007575	Zfp58	chr13:67591102-67601458	1.0358	0
NM_133228	Zfp87	chr13:67616717-67627167	0.80983	3.88441
NM_177811	Zfp459	chr13:67506649-67522354	0.292056	0.706094
NM_001035231	Zfp748	chr13:67639589-67654088	0.82873	0
NM_183145	Zfp748	chr13:67639589-67654088	1.04549	0
NM_183146	A530054K11Rik	chr13:67717937-67738690	0.730463	1.42617
NM_001001187	Zfp738	chr13:67768377-67784449	1.4846	1.32917
NM_145622	Zfp71-rs1	chr13:67806242-67830110	0.819881	2.45433
NR_027969	4930441O14Rik	chr13:67830198-67857775	0	0
NM_001001130	Zfp85-rs1	chr13:67830198-67857775	0.674498	0
NM_028402	Zfp493	chr13:67880629-67890017	1.02293	0
NM_198322	Zfp273	chr13:67914752-67927937	0	0.67487
NM_001001185	BC048507	chr13:67964273-67964854	3.47184	7.03359
NM_172480	Mtrr	chr13:68699656-68720998	1.86423	0.645087
NM_027123	Fastkd3	chr13:68721124-68731156	15.0268	3.54538
NM_027035	1700001L19Rik	chr13:68736315-68753108	0	0
NM_001169131	Papd7	chr13:69636836-69672742	2.09063	1.79635
NM_198600	Papd7	chr13:69636836-69672742	8.45389	1.75581
NM_145354	Nsun2	chr13:69750894-69774657	15.8468	2.91059
NM_138596	Med10	chr13:69948759-69954972	4.20918	2.13509
NM_144837	BC018507	chr13:70727566-70776512	11.3833	3.32107
NM_010573	Irx1	chr13:72095679-72101171	0	0
NR_030701	D430050G20	chr13:72760913-72766012	0	0
NM_010574	Irx2	chr13:72766425-72771642	0	0
NM_010888	Ndufs6	chr13:73457323-73465930	16.0692	1.275
NR_033306	Ndufs6	chr13:73457323-73465930	0.000982342	12.6198
NM_053163	Mrpl36	chr13:73468456-73469626	18.416	11.8017
NM_145376	Lpcat1	chr13:73604830-73651986	2.43209	1.43561
NM_010020	Slc6a3	chr13:73674194-73716120	0	1.39149
NM_009354	Tert	chr13:73764448-73786489	2.98002	2.34107
NM_146047	Clptm1l	chr13:73741449-73758087	30.2791	25.7668
NM_001040692	Slc6a18	chr13:73799197-73815471	0	0
NM_001136087	Slc6a18	chr13:73799197-73815471	0	0
NM_001168643	Slc6a18	chr13:73799197-73815471	0	0
NM_001168644	Slc6a18	chr13:73799197-73815471	0	0
NM_001168645	Slc6a18	chr13:73799197-73815471	0	0
NM_001168646	Slc6a18	chr13:73799197-73815471	0	0
NM_028878	Slc6a19	chr13:73818604-73838143	3.84601	58.0556
NM_028186	Nkd2	chr13:73956775-73985079	0	0
NM_001024508	Brd9	chr13:74075285-74098343	9.07843	3.31386
NM_027704	Zdhhc11	chr13:74101309-74130288	0	0
NM_182839	Tppp	chr13:74146866-74173201	2.56826	8.26012
NM_001081060	Slc9a3	chr13:74258962-74303512	2.57904	25.5661
NM_009644	Ahrr	chr13:74348565-74429757	0	0
NM_023281	Sdha	chr13:74459702-74487688	48.4158	42.3187
NM_001168659	Ccdc127	chr13:74487764-74503231	7.81624	2.7027
NM_024201	Ccdc127	chr13:74487764-74503231	0.617441	1.17462
NM_001168658	Ccdc127	chr13:74487764-74503231	2.666	0.184303
NM_001033042	Lrrc14b	chr13:74487764-74503231	0.289908	0
NM_001081680	Zfp72	chr13:74508873-74514014	1.11765	1.802
NM_146231	Zfp825	chr13:74617504-74631398	2.29066	1.14636
NM_030711	Erap1	chr13:74777319-74829323	16.2697	14.9122
NR_030451	Mir682	chr13:75782493-75782589	66.6386	45.9764
NM_053108	Glrx	chr13:75977333-75987599	115.331	268.359
NM_029343	Spata9	chr13:76105186-76136416	0	0
NM_175495	Gpr150	chr13:76192298-76194444	0	0
NM_029847	Arsk	chr13:76197869-76236108	1.3944	4.21517
NM_029315	Pou5f2	chr13:77847950-78305501	0.0442679	0
NM_010151	Nr2f1	chr13:78328235-78338243	0	0
NM_001042591	Arrdc3	chr13:81022682-81035303	0.715874	2.948
NM_030257	Lysmd3	chr13:81796804-81810889	1.10407	7.8708
NM_001081176	Polr3g	chr13:81812835-81850012	3.21784	2.02426
NM_028372	Mblac2	chr13:81850415-81892274	0.656359	4.36983
NM_007684	Cetn3	chr13:81922290-81936156	6.30105	8.59881
NR_015561	C130071C03Rik	chr13:83867710-83875274	0	0
NR_029545	Mir9-2	chr13:83878418-83878490	0	0
NM_023243	Ccnh	chr13:85329081-85353328	2.68126	5.64005
NM_145452	Rasa1	chr13:85354303-85429091	3.45835	1.84175
NM_007749	Cox7c	chr13:86184402-86186400	39.7276	47.4131
NM_013500	Hapln1	chr13:89680240-89751437	0	0.614716
NM_001081249	Vcan	chr13:89794914-89882117	0	0
NM_001134474	Vcan	chr13:89794914-89882117	0	0
NM_001134475	Vcan	chr13:89794914-89882117	0	0
NM_019389	Vcan	chr13:89794914-89882117	0	0
NM_172955	Vcan	chr13:89794914-89882117	0	0
NM_025335	Tmem167	chr13:90229271-90254526	0.836897	2.71991
NM_001145879	Atp6ap1l	chr13:91023053-91044960	0	0
NM_024175	Rps23	chr13:91062726-91064337	20.2676	5.56482
NM_001100608	Gm15450	.	.	.
NM_145453	Zcchc9	chr13:91936137-91947301	2.72262	1.76485
NM_010049	Dhfr	chr13:92981835-93159008	8.42628	5.06244
NM_175455	Ankrd34b	chr13:93195923-93211613	0	0
NM_001163627	Fam151b	chr13:93219574-93253986	0	0
NM_173392	Zfyve16	chr13:93257703-93300765	0.814304	0.955448
NM_030237	Spz1	chr13:93344586-93346187	0	0
NM_011582	Thbs4	chr13:93521540-93564773	0	0
NM_001162945	Mtx3	chr13:93614741-93628185	1.6348	1.59225
NR_036451	Gm4814	chr13:93810669-93914679	0	0
NM_133905	Papd4	chr13:93917354-93962238	19.5441	12.5976
NM_016668	Bhmt	chr13:94386845-94407713	0	0
